title,link
Association of humoral response to classical swine fever vaccination with single nucleotide polymorphisms of swine leukocyte antigens,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3Au-x6o8ySG0sC%26tzom%3D-540
Clubfoot associated with congenital constriction band: the ponseti method perspective,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A9tletLqOvukC%26tzom%3D-540
Iterative adaptive approach to DOA estimation with acoustic vector sensors,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3Ah9G0ZmjYpDoC%26tzom%3D-540
Diversity and stability analysis for yield and component traits in Cajanus cajan under rainfed conditions.,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ASw8WaQuuSIgC%26tzom%3D-540
Lessons from startup for energising online patient care,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AvpzZMdrIWDEC%26tzom%3D-540
Evaluation of okra (Abelmoschus esculentus) genotypes for yield and yellow vein mosaic disease,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ASrsqWtBqNIQC%26tzom%3D-540
Challenges and Strengths of Medical Tourism in Delhi NCR,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AUY3hNwcQ290C%26tzom%3D-540
Studies on underwater acoustic vector sensor for passive estimation of direction of arrival of radiating acoustic signal,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AaNch6Af-aFkC%26tzom%3D-540
Spectrophotometric determination of eflornithine hydrochloride using vanillin as derivative chromogenic reagent,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ARgMnzfD6kpIC%26tzom%3D-540
Inhibition of P-TEFb by DRB suppresses SIRT1/CK2α pathway and enhances radiosensitivity of human cancer cells,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ACCeGMaHljPEC%26tzom%3D-540
Oral submucous fibrosis—a short review,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ABJtnxTr0fRcC%26tzom%3D-540
Resistive plate chambers for 2013-2014 muon upgrade in CMS at LHC,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A-1WLWRmjvKAC%26tzom%3D-540
Water requirement estimates of feed and fodder production for Indian livestock vis a vis livestock water productivity,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3Aic8hN12bw4QC%26tzom%3D-540
Antioxidant role of ascorbic acid on oxidative stress induced by sub-acute exposure of lead and cypermethrin in erythrocytes of Wistar rats,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AzJAXUfKFhq0C%26tzom%3D-540
Detection of bearing faults in mechanical systems using motor current signature and acoustic signatures,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AQ3-QASNKTMEC%26tzom%3D-540
Estimation of variance and genetic parameters for pre-weaning weights of individual Landrace X Desi synthetic piglets,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A7PzlFSSx8tAC%26tzom%3D-540
Effect of intravesical immunotherapy on sperm parameters in young patients with non–muscle-invasive bladder carcinoma: prospective analysis,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AJtjtGO9FvpUC%26tzom%3D-540
Novel optimal deployment of sensor nodes using bio inspired algorithm,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AMwdXMY9cq6YC%26tzom%3D-540
Association of genetic polymorphisms at beta-adrenergic receptor with risk of intracerebral hemorrhagic stroke in North Indian population: A case control study,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AwuYnf3tzzDUC%26tzom%3D-540
"Polyalkylthiophene-containing electron donor and acceptor heteroaromatic bicycles: synthesis, photo-physical, and electroluminescent properties",https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AIsPWOBWtZBwC%26tzom%3D-540
Clinical predictors and outcome of patients of acute stroke requiring ventilatory support: A prospective hospital based cohort study,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A6gSKFiM3XosC%26tzom%3D-540
Activity of MMP‐9 after repair of abdominal wall defects with acellular and crosslinked bovine pericardium in rabbit,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3Af5lEeLvKxmwC%26tzom%3D-540
"Syntheses, spectroscopic and magnetic properties of polystyrene-anchored coordination compounds of thiazolidinone",https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A2vr6o8x5NLkC%26tzom%3D-540
"Isolation, Characterization and Production of Bacterial Laccase from Bacillus sp.",https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ARzXy5zvoWjEC%26tzom%3D-540
A review on machine condition monitoring and fault diagnostics using wavelet transform,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ACHSYGLWDkRkC%26tzom%3D-540
Antigenic characterization of Mycoplasma agalactiae by SDS-PAGE and Immunoblotting,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AGnPB-g6toBAC%26tzom%3D-540
Studies on the immunomodulatory and therapeutic efficacy of neem (Azadirachta indica) on endometritis in repeat breeding crossbred cows,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3Avct99db0rDQC%26tzom%3D-540
Measurement of radon exhalation rates in soil samples from western Haryana,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AnvAonm6-wpUC%26tzom%3D-540
Ternary zinc complexes as electron transport and electroluminescent materials,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AAk0FvsSvgGUC%26tzom%3D-540
Four-Element Triangular Wideband Dielectric Resonator Antenna excited by a Coaxial Probe,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AzuN7wi50mysC%26tzom%3D-540
Antibacterial activity of hot aqueous extract of Ocimum sanctum leaves against common bacterial pathogens of animals.,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A3htObqc8RwsC%26tzom%3D-540
Studies on nutrient management options in potato.,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AWIzaTCs-0dQC%26tzom%3D-540
Optimal controller design for multilevel voltage source converter based HVDC system,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AyBxuCEhX224C%26tzom%3D-540
Spectroscopic and Structural Characterization of Noninnocent Mixed‐Ligand Oxidovanadium (V) Complexes,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AWA5NYHcadZ8C%26tzom%3D-540
Predicting the onset of dynamic instability of a cylindrical plate under axial flow conditions,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AD90uR9ClOh8C%26tzom%3D-540
Dynamic network pricing based on smart reference networks,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3An0_S8QYMK-AC%26tzom%3D-540
Beneficial use of shredded tires of different sizes with gravel as drainage layer of landfill leachate collection system,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ACY3uIpTmi-gC%26tzom%3D-540
Displacement and stress fields in a poroelastic half-space due to a concentrated force,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AT0nwzvlCxs8C%26tzom%3D-540
Molecular characterization and novel genetic variability in leptin (obese) gene of mithun (Bos frontalis),https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ADGpvO1n63MYC%26tzom%3D-540
A Rare Case of Primary osteosarcoma of urinary bladder,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AJdL-Xu2nR38C%26tzom%3D-540
Designer milk for human health: a future need.,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3APlWzFYVEG4EC%26tzom%3D-540
"An inventory of the flora of Binog wildlife sanctuary, Mussoorie, Garhwal Himalaya",https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AXvxMoLDsR5gC%26tzom%3D-540
Multi-Modal Biometric Recognition System: Fusion of Face and Iris Features using Local Gabor Patterns.,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AluR84W4EXegC%26tzom%3D-540
Development and validation of RP-HPLC method for simultaneous estimation of levofloxacin and ornidazole in pharmaceutical dosage form,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A1Lcp1PKUB6cC%26tzom%3D-540
An experimental study on the load settlement behavior of a fiber-reinforced sand bed,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AoLQGhPHTrpcC%26tzom%3D-540
Stevens–Johnson syndrome progressing to toxic epidermal necrolysis with haloperidol and carbamazepine combination,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AHNqp4bORoCIC%26tzom%3D-540
Wear property of metal matrix composite,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AuoeYKOKFegwC%26tzom%3D-540
"Syntheses, spectroscopic, and magnetic properties of polystyrene-anchored coordination compounds of tridentate ONO donor Schiff base",https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3As85pQhAUCrAC%26tzom%3D-540
Clinical evaluation of medetomidine hydrochloride as a sedative and its reversal with atipamizole in camels,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AzxzvZ9-XIW8C%26tzom%3D-540
Management of Erysiphe pisi through strobilurin and EBI fungicides,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3ASSGWEqmz6gUC%26tzom%3D-540
Genetic diversity in green gram accessions as revealed by STMS markers,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A7f0ks1Axv_QC%26tzom%3D-540
Evaluation of pooled lactation production and reproduction traits in Sahiwal cattle.,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AWC9gN4BGCRcC%26tzom%3D-540
Spectrophotometric estimation of betahistine hydrochloride in tablet formulations,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AKqnX2w3egDsC%26tzom%3D-540
Supporting the accurate chronological organization of RFID tag data from distributed sources,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A1EqfMoDn7-AC%26tzom%3D-540
Fabrication and evaluation of Nimesulide Azadirachta indica fruit mucilage based sustained release matrix tablets,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AkiFE3DPpsncC%26tzom%3D-540
A planar multiband antenna with enhanced bandwidth and reduced size,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3AvPKCt-r_nWsC%26tzom%3D-540
Design and experimentation with acoustic vector sensors,https://scholar.google.com/citations?hl=ko&user=x2tzYAYAAAAJ#d=gs_md_cita-d&u=/citations%3Fview_op%3Dview_citation%26hl%3Dko%26user%3Dx2tzYAYAAAAJ%26cstart%3D1400%26pagesize%3D100%26citation_for_view%3Dx2tzYAYAAAAJ%3A8rLWgkbgOXQC%26tzom%3D-540
