name,url
Tobias Hagen,https://scholar.google.com/citations?hl=ko&user=o9TabLsAAAAJ
Vibhor Agarwal,https://scholar.google.com/citations?hl=ko&user=41Eg_v8AAAAJ
Stephen Ragain,https://scholar.google.com/citations?hl=ko&user=zS56kqcAAAAJ
Kayode Owa,https://scholar.google.com/citations?hl=ko&user=wJyAdQEAAAAJ
James Payor,https://scholar.google.com/citations?hl=ko&user=LDcd7rsAAAAJ
Nicholas Roberts,https://scholar.google.com/citations?hl=ko&user=6NFzfAgAAAAJ
Edward Collins,https://scholar.google.com/citations?hl=ko&user=qCamJI0AAAAJ
Rui Wang,https://scholar.google.com/citations?hl=ko&user=pytBeWQAAAAJ
Lucie Bourguignon,https://scholar.google.com/citations?hl=ko&user=Zy3O2Q8AAAAJ
Younes Khadraoui,https://scholar.google.com/citations?hl=ko&user=qHr031oAAAAJ
"Anil Narassiguin, PhD",https://scholar.google.com/citations?hl=ko&user=7vLo6X0AAAAJ
Srinivasan Sivanandan,https://scholar.google.com/citations?hl=ko&user=ut5NR58AAAAJ
Binh Thanh Le,https://scholar.google.com/citations?hl=ko&user=vi7N6DUAAAAJ
Scott Kennedy,https://scholar.google.com/citations?hl=ko&user=in3ByUIAAAAJ
Le The Anh,https://scholar.google.com/citations?hl=ko&user=cXwNT9cAAAAJ
Rajiv Sambasivan,https://scholar.google.com/citations?hl=ko&user=96db8S4AAAAJ
Peter Bazanov,https://scholar.google.com/citations?hl=ko&user=3pE1t38AAAAJ
Rishab Mehra,https://scholar.google.com/citations?hl=ko&user=689fJZQAAAAJ
Priya Thakur,https://scholar.google.com/citations?hl=ko&user=8QSnvGEAAAAJ
Afreen Ferdoash,https://scholar.google.com/citations?hl=ko&user=h7djmX8AAAAJ
Kirstin Early,https://scholar.google.com/citations?hl=ko&user=0eC8nskAAAAJ
Devesh Walawalkar,https://scholar.google.com/citations?hl=ko&user=MpHIZfEAAAAJ
Wissam Siblini,https://scholar.google.com/citations?hl=ko&user=vfEDkVIAAAAJ
Amin Abbasloo,https://scholar.google.com/citations?hl=ko&user=iyUNUFMAAAAJ
"Shamima Najnin, PhD",https://scholar.google.com/citations?hl=ko&user=AHCiprcAAAAJ
Aref Safari,https://scholar.google.com/citations?hl=ko&user=ddDH9mUAAAAJ
"Sirajul Salekin, PhD",https://scholar.google.com/citations?hl=ko&user=aRhjZmUAAAAJ
Yury Tokpanov,https://scholar.google.com/citations?hl=ko&user=K-14RQcAAAAJ
Mahsa Badami,https://scholar.google.com/citations?hl=ko&user=O9YlQmAAAAAJ
Mohamed Eldafrawy,https://scholar.google.com/citations?hl=ko&user=nMKCxo0AAAAJ
Dr. EN Sathishkumar,https://scholar.google.com/citations?hl=ko&user=_-UAFAgAAAAJ
Soysal Degirmenci,https://scholar.google.com/citations?hl=ko&user=7dx5lXIAAAAJ
Hussien Elharati,https://scholar.google.com/citations?hl=ko&user=_YOVYvsAAAAJ
Kai von Szadkowski,https://scholar.google.com/citations?hl=ko&user=jitPJlEAAAAJ
Mallory (Soldner) Freeman,https://scholar.google.com/citations?hl=ko&user=MnjVze0AAAAJ
Andres Anaya,https://scholar.google.com/citations?hl=ko&user=M90VO-0AAAAJ
Maciej Szankin,https://scholar.google.com/citations?hl=ko&user=Lvb9d6oAAAAJ
Xiangyu Peng,https://scholar.google.com/citations?hl=ko&user=lXsRQ-MAAAAJ
Dr. Kevin M. Horecka,https://scholar.google.com/citations?hl=ko&user=S4m96HcAAAAJ
Constantinos Antonios Dimitriou,https://scholar.google.com/citations?hl=ko&user=VVMMC_MAAAAJ
Niklas WA Gebauer,https://scholar.google.com/citations?hl=ko&user=Xz524XMAAAAJ
Bruno Costa Rendon,https://scholar.google.com/citations?hl=ko&user=jGfUp_8AAAAJ
Martin Gauch,https://scholar.google.com/citations?hl=ko&user=iVbyiMcAAAAJ
Tianyi Chen,https://scholar.google.com/citations?hl=ko&user=2BahjdkAAAAJ
Amirreza Rouhi,https://scholar.google.com/citations?hl=ko&user=lEcyaJYAAAAJ
"Ibomoiye Domor Mienye, PhD",https://scholar.google.com/citations?hl=ko&user=5FMoeagAAAAJ
Prashant Raina,https://scholar.google.com/citations?hl=ko&user=vzyI-ncAAAAJ
Daan Geijs,https://scholar.google.com/citations?hl=ko&user=qj6BUocAAAAJ
aman grover,https://scholar.google.com/citations?hl=ko&user=yF9Uy6sAAAAJ
Imanne El Maâchi,https://scholar.google.com/citations?hl=ko&user=Xs8MyFQAAAAJ
Thomas Hummel,https://scholar.google.com/citations?hl=ko&user=sUz6qxwAAAAJ
Gan Song,https://scholar.google.com/citations?hl=ko&user=cGVmMo8AAAAJ
Rishika Sen,https://scholar.google.com/citations?hl=ko&user=hUPBZwkAAAAJ
Akshat Agarwal,https://scholar.google.com/citations?hl=ko&user=0NCZTIgAAAAJ
Atanas Atanasov,https://scholar.google.com/citations?hl=ko&user=bmKeP4UAAAAJ
Seong Min Kye,https://scholar.google.com/citations?hl=ko&user=ME7p0RUAAAAJ
Fabian Paischer,https://scholar.google.com/citations?hl=ko&user=zdm5ZKwAAAAJ
Konstantin Genin,https://scholar.google.com/citations?hl=ko&user=rhmZWGMAAAAJ
Amer G. Ghanem,https://scholar.google.com/citations?hl=ko&user=6cDzhYMAAAAJ
Lakshmi Velayudhan Nair,https://scholar.google.com/citations?hl=ko&user=eTGOo_cAAAAJ
Pedro Henrique Martins,https://scholar.google.com/citations?hl=ko&user=y2bVjBIAAAAJ
Theresa Roland,https://scholar.google.com/citations?hl=ko&user=JWv_h58AAAAJ
Georgios Tsatiris,https://scholar.google.com/citations?hl=ko&user=vriVfdgAAAAJ
Jiangchuan Huang,https://scholar.google.com/citations?hl=ko&user=_f_Alg4AAAAJ
Elham Bavafaye Haghighi,https://scholar.google.com/citations?hl=ko&user=ltgjH4UAAAAJ
babak abbasi bastami,https://scholar.google.com/citations?hl=ko&user=sqyXp9YAAAAJ
Arefin Zaman,https://scholar.google.com/citations?hl=ko&user=Qkw-8fYAAAAJ
Dominik Linzner,https://scholar.google.com/citations?hl=ko&user=YzmrJm0AAAAJ
Menandro Roxas,https://scholar.google.com/citations?hl=ko&user=zhx8b98AAAAJ
Thamer Ba Dhafari,https://scholar.google.com/citations?hl=ko&user=gdBlolsAAAAJ
Saman Daneshvar,https://scholar.google.com/citations?hl=ko&user=l3-hk7sAAAAJ
Marlene Staib,https://scholar.google.com/citations?hl=ko&user=iXYpimsAAAAJ
Riad Sonbol,https://scholar.google.com/citations?hl=ko&user=jv_1sEgAAAAJ
Shami Nisimov,https://scholar.google.com/citations?hl=ko&user=Men4J6oAAAAJ
Arjun S Kumar,https://scholar.google.com/citations?hl=ko&user=dbUuEDAAAAAJ
Ori Ernst,https://scholar.google.com/citations?hl=ko&user=_AZDDnMAAAAJ
Vaishnav Murali,https://scholar.google.com/citations?hl=ko&user=P22yzd8AAAAJ
Soheil Mehralian,https://scholar.google.com/citations?hl=ko&user=UIHZDP4AAAAJ
Amir Masoud Sefidian,https://scholar.google.com/citations?hl=ko&user=sXCVof8AAAAJ
Yiwen Meng,https://scholar.google.com/citations?hl=ko&user=LfKLG30AAAAJ
Andrew (Drew) Titus,https://scholar.google.com/citations?hl=ko&user=2Cv5TesAAAAJ
Anisa Allahdadi,https://scholar.google.com/citations?hl=ko&user=i9sOw3EAAAAJ
Hussam Lawen,https://scholar.google.com/citations?hl=ko&user=t_CsOocAAAAJ
Harshit Pande,https://scholar.google.com/citations?hl=ko&user=itcVyEcAAAAJ
Yu Tian,https://scholar.google.com/citations?hl=ko&user=fUEiXtwAAAAJ
Smriti Shyamal,https://scholar.google.com/citations?hl=ko&user=mmIKC50AAAAJ
Armon Shariati,https://scholar.google.com/citations?hl=ko&user=RORuI2sAAAAJ
Farzaneh S. Fard,https://scholar.google.com/citations?hl=ko&user=lzmb3b8AAAAJ
So Takao,https://scholar.google.com/citations?hl=ko&user=7eAdA0MAAAAJ
Mart van Rijthoven,https://scholar.google.com/citations?hl=ko&user=VVBmpMQAAAAJ
Claire Glanois,https://scholar.google.com/citations?hl=ko&user=xYtaBiUAAAAJ
Maike Stöve,https://scholar.google.com/citations?hl=ko&user=qfVjcEIAAAAJ
Apurva Nagvenkar,https://scholar.google.com/citations?hl=ko&user=fqNc1xYAAAAJ
Venkata Reddy Konasani,https://scholar.google.com/citations?hl=ko&user=hz6dh4YAAAAJ
Dinda Novitasari,https://scholar.google.com/citations?hl=ko&user=C_ob-6gAAAAJ
Elaheh Noursadeghi,https://scholar.google.com/citations?hl=ko&user=yWgz3oMAAAAJ
Ruchita Tekade,https://scholar.google.com/citations?hl=ko&user=noA0iaoAAAAJ
Markus Zrenner,https://scholar.google.com/citations?hl=ko&user=BwCWOdYAAAAJ
Ecem Sogancioglu,https://scholar.google.com/citations?hl=ko&user=21sz-ZAAAAAJ
Santhi Natarajan,https://scholar.google.com/citations?hl=ko&user=H1TZ7NAAAAAJ
Na Zhang,https://scholar.google.com/citations?hl=ko&user=xIDwzkkAAAAJ
Alzayat Saleh,https://scholar.google.com/citations?hl=ko&user=OaFJvaIAAAAJ
Moritz Wolter,https://scholar.google.com/citations?hl=ko&user=OLvO62sAAAAJ
Frederikke Isa Marin,https://scholar.google.com/citations?hl=ko&user=vFT4AAEAAAAJ
Shaan Desai,https://scholar.google.com/citations?hl=ko&user=Sy64KbsAAAAJ
Mohammad Mamouei,https://scholar.google.com/citations?hl=ko&user=GdzEktQAAAAJ
Jonathan Strahl,https://scholar.google.com/citations?hl=ko&user=l4WgIJgAAAAJ
Surajit Dasgupta,https://scholar.google.com/citations?hl=ko&user=GyiwqGYAAAAJ
Fela Winkelmolen,https://scholar.google.com/citations?hl=ko&user=ghY_MmEAAAAJ
Karush Suri,https://scholar.google.com/citations?hl=ko&user=ZFCHp9gAAAAJ
Marlies Nitschke,https://scholar.google.com/citations?hl=ko&user=av-hvC8AAAAJ
Franziska Boenisch,https://scholar.google.com/citations?hl=ko&user=jKY0y8gAAAAJ
Yi Wu,https://scholar.google.com/citations?hl=ko&user=QC4c1VMAAAAJ
Stefany Bedoya,https://scholar.google.com/citations?hl=ko&user=N1kSzhYAAAAJ
Birger Moëll,https://scholar.google.com/citations?hl=ko&user=4lPZnEAAAAAJ
Emmanuel Ekwedike,https://scholar.google.com/citations?hl=ko&user=GMzu11wAAAAJ
Zeynab Raeesy,https://scholar.google.com/citations?hl=ko&user=-V6_TvUAAAAJ
James Kajdasz,https://scholar.google.com/citations?hl=ko&user=OmsyrfEAAAAJ
Alessandro Melis,https://scholar.google.com/citations?hl=ko&user=lCE_SSUAAAAJ
Sujit Roy,https://scholar.google.com/citations?hl=ko&user=M53Zm_sAAAAJ
Gabriele Maroni,https://scholar.google.com/citations?hl=ko&user=lEjJeb8AAAAJ
Arturo Ribes,https://scholar.google.com/citations?hl=ko&user=Ym-GBtwAAAAJ
hanie babaei,https://scholar.google.com/citations?hl=ko&user=8aPHUNkAAAAJ
Yuchen Li,https://scholar.google.com/citations?hl=ko&user=2Uu9K30AAAAJ
Erik Drysdale,https://scholar.google.com/citations?hl=ko&user=x8h3qioAAAAJ
Mohammed Elmahgiubi,https://scholar.google.com/citations?hl=ko&user=65OpCHAAAAAJ
Wenxuan Xu,https://scholar.google.com/citations?hl=ko&user=_xcyFEYAAAAJ
Nathan Van Woudenberg,https://scholar.google.com/citations?hl=ko&user=JWV4Xo0AAAAJ
Danilo Cunha,https://scholar.google.com/citations?hl=ko&user=tEeSg_sAAAAJ
Hitesh Parmar,https://scholar.google.com/citations?hl=ko&user=34ZoazoAAAAJ
Yanwei CUI,https://scholar.google.com/citations?hl=ko&user=7S57gvsAAAAJ
Varad Vishwarupe,https://scholar.google.com/citations?hl=ko&user=w4xg8kQAAAAJ
Liping Zhang,https://scholar.google.com/citations?hl=ko&user=Eop3R-MAAAAJ
Dane Sherburn,https://scholar.google.com/citations?hl=ko&user=bCz6Lq0AAAAJ
Sergei Maistrenko,https://scholar.google.com/citations?hl=ko&user=_EfThOAAAAAJ
Akshaj kumar Veldanda,https://scholar.google.com/citations?hl=ko&user=NYZYllsAAAAJ
Dr. Sandhya N,https://scholar.google.com/citations?hl=ko&user=IgWGiRkAAAAJ
Sheeraz Ahmad,https://scholar.google.com/citations?hl=ko&user=MEyfBqwAAAAJ
IBRAHIM TOURE,https://scholar.google.com/citations?hl=ko&user=P8taPQ0AAAAJ
Julio Delgado Mangas,https://scholar.google.com/citations?hl=ko&user=WJrGaokAAAAJ
Luis Quintero,https://scholar.google.com/citations?hl=ko&user=RYg_PGQAAAAJ
Sergi Pérez Castaños,https://scholar.google.com/citations?hl=ko&user=ZlVZVGsAAAAJ
Javier Naranjo-Alcazar,https://scholar.google.com/citations?hl=ko&user=fLrdBUAAAAAJ
Nitin Khola,https://scholar.google.com/citations?hl=ko&user=Ke1HulIAAAAJ
Daniel Thuerck,https://scholar.google.com/citations?hl=ko&user=w--afn8AAAAJ
Reazul Hasan Russel,https://scholar.google.com/citations?hl=ko&user=-ZZHE7UAAAAJ
Ramsés J. Sánchez,https://scholar.google.com/citations?hl=ko&user=32AoF2wAAAAJ
Waitsang Keung,https://scholar.google.com/citations?hl=ko&user=zt326oQAAAAJ
MN Istiaq Ahsan,https://scholar.google.com/citations?hl=ko&user=9WkFUzQAAAAJ
Kuleshwar Sahu,https://scholar.google.com/citations?hl=ko&user=OpQVk5oAAAAJ
Dr. Shankru Guggari,https://scholar.google.com/citations?hl=ko&user=N_deySQAAAAJ
Luis Fernando Suárez Mantilla,https://scholar.google.com/citations?hl=ko&user=hXOSknYAAAAJ
Jesse Eaton,https://scholar.google.com/citations?hl=ko&user=4l93j5gAAAAJ
Ankit Arun,https://scholar.google.com/citations?hl=ko&user=fpV8kZwAAAAJ
Neha Narwal,https://scholar.google.com/citations?hl=ko&user=LVG2eF8AAAAJ
Mikhail Breslav,https://scholar.google.com/citations?hl=ko&user=gW857EAAAAAJ
Ankit Raj,https://scholar.google.com/citations?hl=ko&user=kcxcGLUAAAAJ
Mostafa Ghorbandoost,https://scholar.google.com/citations?hl=ko&user=A27Kck0AAAAJ
Tom Bannink,https://scholar.google.com/citations?hl=ko&user=REGT0fcAAAAJ
Anton Dereventsov,https://scholar.google.com/citations?hl=ko&user=RHigEzkAAAAJ
Mukesh Mithrakumar,https://scholar.google.com/citations?hl=ko&user=Rr-L36UAAAAJ
Alaa Maarouf,https://scholar.google.com/citations?hl=ko&user=TQIgQeIAAAAJ
MD. Nazmuddhoha Ansary,https://scholar.google.com/citations?hl=ko&user=4OCVzIgAAAAJ
Byeong-Hoo Lee,https://scholar.google.com/citations?hl=ko&user=uMzmxbMAAAAJ
Petros Christodoulou,https://scholar.google.com/citations?hl=ko&user=mWdm_bkAAAAJ
Paul Greaney,https://scholar.google.com/citations?hl=ko&user=HuCttXIAAAAJ
Gustav Grund Pihlgren,https://scholar.google.com/citations?hl=ko&user=0URqPyMAAAAJ
Aiham Taleb,https://scholar.google.com/citations?hl=ko&user=t1zp7IYAAAAJ
HAMLICH HAMLICH,https://scholar.google.com/citations?hl=ko&user=TfNjcSAAAAAJ
Iker Huerga,https://scholar.google.com/citations?hl=ko&user=LUg_L-wAAAAJ
Gurshaant Singh Malik,https://scholar.google.com/citations?hl=ko&user=ATRPt_EAAAAJ
Yiming Wang,https://scholar.google.com/citations?hl=ko&user=KBZ3zrEAAAAJ
Akshay Kalkunte Suresh,https://scholar.google.com/citations?hl=ko&user=-GV1fg4AAAAJ
Riccardo Mengoni,https://scholar.google.com/citations?hl=ko&user=5c29luEAAAAJ
Syed Ali Asad Rizvi,https://scholar.google.com/citations?hl=ko&user=SCqouf0AAAAJ
Luke DeLuccia,https://scholar.google.com/citations?hl=ko&user=lBn9t6AAAAAJ
Viacheslav Danilov,https://scholar.google.com/citations?hl=ko&user=SJidGZkAAAAJ
David Amaro,https://scholar.google.com/citations?hl=ko&user=9W0kHZ4AAAAJ
Lukas Pfannschmidt,https://scholar.google.com/citations?hl=ko&user=l_KpVoEAAAAJ
"Boaz Blankrot, PhD",https://scholar.google.com/citations?hl=ko&user=yenyN-MAAAAJ
Sergio Pascual Díaz,https://scholar.google.com/citations?hl=ko&user=iU7K_CYAAAAJ
Akhilesh V,https://scholar.google.com/citations?hl=ko&user=wYCbK4kAAAAJ
Md Nur Amin,https://scholar.google.com/citations?hl=ko&user=3FSTTDoAAAAJ
Vitaliy Chiley,https://scholar.google.com/citations?hl=ko&user=bCsYqXwAAAAJ
Ivan Bondarenko,https://scholar.google.com/citations?hl=ko&user=3AJKH38AAAAJ
Rahul Ponnusamy,https://scholar.google.com/citations?hl=ko&user=AVhMX-kAAAAJ
abhishek tayal,https://scholar.google.com/citations?hl=ko&user=PBUxZ2AAAAAJ
Pavel Prochazka,https://scholar.google.com/citations?hl=ko&user=PkEDqOkAAAAJ
Shiju SS,https://scholar.google.com/citations?hl=ko&user=Q1uJZBkAAAAJ
Alexey Goncharov,https://scholar.google.com/citations?hl=ko&user=umbRPRkAAAAJ
Tony Daher,https://scholar.google.com/citations?hl=ko&user=3cVHkOUAAAAJ
Ramin Mohammadi,https://scholar.google.com/citations?hl=ko&user=UASu03oAAAAJ
"Ewerton de Oliveira, PhD",https://scholar.google.com/citations?hl=ko&user=u76UFV4AAAAJ
Illyyne Saffar,https://scholar.google.com/citations?hl=ko&user=NpRiVIkAAAAJ
Jan Ernsting,https://scholar.google.com/citations?hl=ko&user=ZaEMyqEAAAAJ
Ruichen Wang,https://scholar.google.com/citations?hl=ko&user=0pUn7LsAAAAJ
Jonathan Spitz,https://scholar.google.com/citations?hl=ko&user=eVXa4lkAAAAJ
"Dr. Steven D. Harbour, PhD",https://scholar.google.com/citations?hl=ko&user=_XS_0scAAAAJ
Sabera Hoque,https://scholar.google.com/citations?hl=ko&user=p4cVrFIAAAAJ
Simon Bussy,https://scholar.google.com/citations?hl=ko&user=xG5AGkAAAAAJ
Zifan Jiang,https://scholar.google.com/citations?hl=ko&user=XgqTa44AAAAJ
Yungeng Zhang,https://scholar.google.com/citations?hl=ko&user=WdFDzXIAAAAJ
Sk Rahatul Jannat,https://scholar.google.com/citations?hl=ko&user=T2sOL4oAAAAJ
Adrian Szymczak,https://scholar.google.com/citations?hl=ko&user=fNqZL_4AAAAJ
Md Abdullah Al Nasim,https://scholar.google.com/citations?hl=ko&user=zQKHA64AAAAJ
Benjamin Weinstein-Raun,https://scholar.google.com/citations?hl=ko&user=09DrOhMAAAAJ
Yazhini Chitra Pradeep,https://scholar.google.com/citations?hl=ko&user=c2lXihUAAAAJ
Collin A. Politsch,https://scholar.google.com/citations?hl=ko&user=nazBWdAAAAAJ
Anurag Panwar,https://scholar.google.com/citations?hl=ko&user=CluNVEcAAAAJ
Derek Rollend,https://scholar.google.com/citations?hl=ko&user=PIyTOkkAAAAJ
Helene Bøhler,https://scholar.google.com/citations?hl=ko&user=sdChuUEAAAAJ
Noman Dilawar,https://scholar.google.com/citations?hl=ko&user=-RAIkmsAAAAJ
Ahmad Wisnu Mulyadi,https://scholar.google.com/citations?hl=ko&user=u50w0cUAAAAJ
Saad Godil,https://scholar.google.com/citations?hl=ko&user=kDnDHYkAAAAJ
Gi-Hwan Shin,https://scholar.google.com/citations?hl=ko&user=C-ibeiIAAAAJ
Gaurav Arora,https://scholar.google.com/citations?hl=ko&user=uAgoyQsAAAAJ
Pascal Jacq,https://scholar.google.com/citations?hl=ko&user=FwsNIe4AAAAJ
Alaa Bessadok,https://scholar.google.com/citations?hl=ko&user=uT8BqfoAAAAJ
Natalia Khanzhina,https://scholar.google.com/citations?hl=ko&user=LjsJNGsAAAAJ
Leon Overweel,https://scholar.google.com/citations?hl=ko&user=VuSTA2wAAAAJ
Mansi Rankawat,https://scholar.google.com/citations?hl=ko&user=q8hbXOgAAAAJ
Johny Elton R,https://scholar.google.com/citations?hl=ko&user=WG_GsYsAAAAJ
Sadegh Shokatian,https://scholar.google.com/citations?hl=ko&user=N9BfNDAAAAAJ
Maxim Samarin,https://scholar.google.com/citations?hl=ko&user=uPenEGcAAAAJ
Mostafa Samir,https://scholar.google.com/citations?hl=ko&user=mZa2hpUAAAAJ
Adnan Akhundov,https://scholar.google.com/citations?hl=ko&user=IzML8b8AAAAJ
Étienne Boucher,https://scholar.google.com/citations?hl=ko&user=ftNRIwwAAAAJ
Roman Voeikov,https://scholar.google.com/citations?hl=ko&user=stvOgckAAAAJ
Nicola Gnecco,https://scholar.google.com/citations?hl=ko&user=44HESVMAAAAJ
Tosin P. Adewumi,https://scholar.google.com/citations?hl=ko&user=uBZIR8sAAAAJ
Fan Wu (吴璠),https://scholar.google.com/citations?hl=ko&user=ISnHunsAAAAJ
Liqiang Ding,https://scholar.google.com/citations?hl=ko&user=P87La54AAAAJ
Elmira Amirloo,https://scholar.google.com/citations?hl=ko&user=n8a76h8AAAAJ
Poom Wettayakorn,https://scholar.google.com/citations?hl=ko&user=0OQflx4AAAAJ
Shivangi Mahto,https://scholar.google.com/citations?hl=ko&user=bUkbO5EAAAAJ
Daan Wynen,https://scholar.google.com/citations?hl=ko&user=I6L2jJoAAAAJ
Riccardo Belluzzo,https://scholar.google.com/citations?hl=ko&user=ypLN1vEAAAAJ
Hemantkumar Mali,https://scholar.google.com/citations?hl=ko&user=87Q_3lMAAAAJ
"Sebastian Meszyński, PhD. Eng.",https://scholar.google.com/citations?hl=ko&user=BSxBYwkAAAAJ
Reza Kahani,https://scholar.google.com/citations?hl=ko&user=0lwOn7kAAAAJ
Ahmed Rashed,https://scholar.google.com/citations?hl=ko&user=-wyZHw8AAAAJ
Alixandro Werneck Leite,https://scholar.google.com/citations?hl=ko&user=NriCZOcAAAAJ
Kai-Chou Yang,https://scholar.google.com/citations?hl=ko&user=mUbKQD4AAAAJ
Ritwik Das,https://scholar.google.com/citations?hl=ko&user=ekSJYz4AAAAJ
Gezehagn Gutema EGGI,https://scholar.google.com/citations?hl=ko&user=zFdQmKgAAAAJ
Ash Hall,https://scholar.google.com/citations?hl=ko&user=zCj07uQAAAAJ
Sabrina Richter,https://scholar.google.com/citations?hl=ko&user=9Bq5480AAAAJ
Mahdi Abid,https://scholar.google.com/citations?hl=ko&user=4lD-3mkAAAAJ
Lingyun Chen,https://scholar.google.com/citations?hl=ko&user=vdo-1aYAAAAJ
Thomas Haugland Johansen,https://scholar.google.com/citations?hl=ko&user=uOBfdPcAAAAJ
Taha Emara,https://scholar.google.com/citations?hl=ko&user=cRuU1c8AAAAJ
Dr. Raul Villamarin Rodriguez,https://scholar.google.com/citations?hl=ko&user=k33z4PoAAAAJ
Aditya Mandal,https://scholar.google.com/citations?hl=ko&user=mVikKQ0AAAAJ
Waleed Farrukh,https://scholar.google.com/citations?hl=ko&user=prkTOUsAAAAJ
Abdulwahab Sahyoun,https://scholar.google.com/citations?hl=ko&user=S8ZFu7QAAAAJ
Ra'eesah Mangera,https://scholar.google.com/citations?hl=ko&user=BoL0hLMAAAAJ
Jagdeep Pani,https://scholar.google.com/citations?hl=ko&user=MNpUgYoAAAAJ
Alexey Romanov,https://scholar.google.com/citations?hl=ko&user=5wrTs_gAAAAJ
Xinyue Wang,https://scholar.google.com/citations?hl=ko&user=W0DXuy8AAAAJ
mohammad bagher Shahgholian,https://scholar.google.com/citations?hl=ko&user=ukQDUAoAAAAJ
Abdullah Salama,https://scholar.google.com/citations?hl=ko&user=S7V0J3EAAAAJ
Siamak Ghodsi,https://scholar.google.com/citations?hl=ko&user=y01_N30AAAAJ
Jalila Filali,https://scholar.google.com/citations?hl=ko&user=yHkB2RcAAAAJ
Federico Giannoni,https://scholar.google.com/citations?hl=ko&user=N86gxscAAAAJ
Hardi Desai,https://scholar.google.com/citations?hl=ko&user=TkHpgrsAAAAJ
Ashwath Aithal,https://scholar.google.com/citations?hl=ko&user=spj8zpcAAAAJ
Salman Sigari,https://scholar.google.com/citations?hl=ko&user=Lls7XBoAAAAJ
Konstantinos Pitas,https://scholar.google.com/citations?hl=ko&user=SAOHTb0AAAAJ
Mashael Al-Luhaybi,https://scholar.google.com/citations?hl=ko&user=HAoH6OMAAAAJ
REDWAN NOAMAN,https://scholar.google.com/citations?hl=ko&user=qoJo5NcAAAAJ
Luis Souto Maior,https://scholar.google.com/citations?hl=ko&user=MphnOMQAAAAJ
Fedor Kovalev,https://scholar.google.com/citations?hl=ko&user=b0v1hpcAAAAJ
